ID,Diagnostic Code,Diagnosis Description
13243,E8129,Mv Collis Nos-Pers Nos
13244,E813,Mv-Oth Vehicle Collision
13245,E8130,Mv-Oth Veh Coll-Driver
13246,E8131,Mv-Oth Veh Coll-Pasngr
13247,E8132,Mv-Oth Veh Coll-Motcycl
13248,E8133,Mv-Oth Veh Coll-Mcyc Psg
13249,E8134,Mv-Oth Veh Coll-St Car
13250,E8135,Mv-Oth Veh Coll-Anim Rid
13251,E8136,Mv-Oth Veh Coll-Ped Cycl
13252,E8137,Mv-Oth Veh Coll-Pedest
13253,E8138,Mv-Oth Veh Coll-Pers Nec
13254,E8139,Mv-Oth Veh Coll-Pers Nos
13255,E814,Mv Collision W Pedest
13256,E8140,Mv Coll W Pedest-Driver
13257,E8141,Mv Coll W Pedest-Pasngr
13258,E8142,Mv Coll W Pedest-Motcycl
13259,E8143,Mv Coll W Ped-Mcycl Psgr
13260,E8144,Mv Coll W Pedest-St Car
13261,E8145,Mv Coll W Ped-Anim Rid
13262,E8146,Mv Coll W Ped-Ped Cycl
13263,E8147,Mv Coll W Pedest-Pedest
13264,E8148,Mv Coll W Pedes-Pers Nec
13265,E8149,Mv Coll W Pedes-Pers Nos
13266,E815,Mv Collision W Oth Obj
13267,E8150,Mv Coll W Oth Obj-Driver
13268,E8151,Mv Coll W Oth Obj-Pasngr
13269,E8152,Mv Coll W Oth Obj-Mocycl
13270,E8153,Mv Coll W Obj-Mcycl Psgr
13271,E8154,Mv Coll W Obj-St Car
13272,E8155,Mv Coll W Obj-Anim Rider
13273,E8156,Mv Coll W Obj-Ped Cycl
13274,E8157,Mv Coll W Obj-Pedest
13275,E8158,Mv Coll W Obj-Pers Nec
13276,E8159,Mv Coll W Obj-Pers Nos
13277,E816,Loss Of Control Mv Acc
13278,E8160,Loss Control Mv Acc-Driv
13279,E8161,Loss Control Mv Acc-Psgr
13280,E8162,Loss Control Mv-Mocycl
13281,E8163,Loss Control Mv-Mcyc Psg
13282,E8164,Loss Cont Mv Acc-St Car
13283,E8165,Loss Cont Mv-Anim Rider
13284,E8166,Loss Control Mv-Ped Cycl
13285,E8167,Loss Control Mv-Pedest
13286,E8168,Loss Control Mv-Pers Nec
13287,E8169,Loss Control Mv-Pers Nos
13288,E817,Mv Traf Acc-Board/Alight
13289,E8170,Mv Acc Board/Alight-Driv
13290,E8171,Mv Acc Board/Alight-Psgr
13291,E8172,Mv Board/Alight-Motcycl
13292,E8173,Mv Brd/Alight-Mcycl Psgr
13293,E8174,Mv Acc Brd/Alight-St Car
13294,E8175,Mv Brd/Alight-Anim Rider
13295,E8176,Mv Brd/Alight-Ped Cycl
13296,E8177,Mv Brd/Alight-Pedestrian
13297,E8178,Mv Board/Alight-Pers Nec
13298,E8179,Mv Board/Alight-Pers Nos
13299,E818,Mv Traffic Accident Nec
13300,E8180,Mv Traff Acc Nec-Driver
13301,E8181,Mv Traff Acc Nec-Pasngr
13302,E8182,Mv Traff Acc Nec-Mocycl
13303,E8183,Mv Traff Acc-Mcycl Psgr
13304,E8184,Mv Traff Acc Nec-St Car
13305,E8185,Mv Traff Acc-Anim Rider
13306,E8186,Mv Traff Acc-Ped Cyc
13307,E8187,Mv Traff Acc Nec-Pedest
13308,E8188,Mv Traff Acc-Pers Nec
13309,E8189,Mv Traff Acc-Pers Nos
13310,E819,Mv Traffic Accident Nos
13311,E8190,Traffic Acc Nos-Driver
13312,E8191,Traffic Acc Nos-Pasngr
13313,E8192,Traffic Acc Nos-Motcycl
13314,E8193,Traff Acc Nos-Mcycl Psgr
13315,E8194,Traffic Acc Nos-St Car
13316,E8195,Traff Acc Nos-Anim Rider
13317,E8196,Traffic Acc Nos-Ped Cycl
13318,E8197,Traffic Acc Nos-Pedest
13319,E8198,Traffic Acc Nos-Pers Nec
13320,E8199,Traffic Acc Nos-Pers Nos
13321,E820,Snow Vehicle Accident
13322,E8200,Snow Veh Acc-Driver
13323,E8201,Snow Veh Acc-Pasngr
13324,E8202,Snow Veh Acc-Motorcycl
13325,E8203,Snow Veh Acc-Mcycl Psgr
13326,E8204,Snow Veh Acc-St Car
13327,E8205,Snow Veh Acc-Anim Rider
13328,E8206,Snow Veh Acc-Ped Cycl
13329,E8207,Snow Veh Acc-Pedest
13330,E8208,Snow Veh Acc-Pers Nec
13331,E8209,Snow Veh Acc-Pers Nos
13332,E821,Oth Off-Rd Mv N-Traf Acc
13333,E8210,Oth Off-Road Mv Acc-Driv
13334,E8211,Oth Off-Road Mv Acc-Psgr
13335,E8212,Oth Off-Road Mv-Mocycl
13336,E8213,Oth Off-Road Mv-Mcyc Psg
13337,E8214,Oth Off-Road Mv-St Car
13338,E8215,Oth Off-Road Mv-Anim Rid
13339,E8216,Oth Off-Road Mv-Ped Cycl
13340,E8217,Oth Off-Road Mv-Pedest
13341,E8218,Oth Off-Road Mv-Pers Nec
13342,E8219,Oth Off-Road Mv-Pers Nos
13343,E822,Oth Mv Coll W Moving Obj
13344,E8220,Oth Coll W Mov Obj-Driv
13345,E8221,Oth Coll W Mov Obj-Psgr
13346,E8222,Oth Coll Mov Obj-Mocycl
13347,E8223,Oth Coll Mov Obj-Cyc Psg
13348,E8224,Oth Coll Mov Obj-St Car
13349,E8225,Oth Coll Mov Obj-Rider
13350,E8226,Oth Coll Mov Obj-Ped Cyc
13351,E8227,Oth Coll Mov Obj-Pedest
13352,E8228,Oth Coll Mov Obj-Per Nec
13353,E8229,Oth Coll Mov Obj-Per Nos
13354,E823,Oth Mv Coll W Stndng Obj
13355,E8230,Oth Coll Stndng Obj-Driv
13356,E8231,Oth Coll Stndng Obj-Psgr
13357,E8232,Oth Coll Stnd Obj-Mocycl
13358,E8233,Oth Coll Stn Obj-Cyc Psg
13359,E8234,Oth Coll Stnd Obj-St Car
13360,E8235,Oth Coll Stnd Obj-Rider
13361,E8236,Oth Coll Stn Obj-Ped Cyc
13362,E8237,Oth Coll Stnd Obj-Pedest
13363,E8238,Oth Coll Stn Obj-Per Nec
13364,E8239,Oth Col-Stnd-Obj-Per Nos
13365,E824,Mv N-Traff Board/Alight
13366,E8240,N-Traf Board/Alight-Driv
13367,E8241,N-Traf Board/Alight-Psgr
13368,E8242,N-Traf Brd/Alight-Mocycl
13369,E8243,N-Traf Brd/Alit-Mcyc Psg
13370,E8244,N-Traf Brd/Alit-St Car
13371,E8245,N-Traf Brd/Alit-Anim Rid
13372,E8246,N-Traf Brd/Alit-Ped Cycl
13373,E8247,N-Traf Brd/Alit-Pedest
13374,E8248,N-Traf Brd/Alit-Pers Nec
13375,E8249,N-Traf Brd/Alit-Pers Nos
13376,E825,Mv N-Traffic Acc Nec/Nos
13377,E8250,Mv N-Traff Acc Nec-Driv
13378,E8251,Mv N-Traff Nec/Nos-Psgr
13379,E8252,Mv N-Traf Acc Nec-Mocycl
13380,E8253,Mv N-Traff Nec-Mcyc Psgr
13381,E8254,Mv N-Traff Nec-St Car
13382,E8255,Mv N-Traf Nec-Anim Rider
13383,E8256,Mv N-Traff Nec-Ped Cycl
13384,E8257,Mv N-Traff Nec-Pedest
13385,E8258,Mv N-Traff Nec-Pers Nec
13386,E8259,Mv N-Traff Nec-Pers Nos
13387,E826,Pedal Cycle Accident
13388,E8260,Pedal Cycle Acc-Pedest
13389,E8261,Ped Cycl Acc-Ped Cyclist
13390,E8262,Ped Cycle Acc-Anim Rider
13391,E8263,Ped Cyc Acc-Occ Anim Veh
13392,E8264,Ped Cycle Acc-Occ St Car
13393,E8268,Ped Cycle Acc-Pers Nec
13394,E8269,Ped Cycle Acc-Pers Nos
13395,E827,Animal Drawn Vehicle Acc
13396,E8270,Animal Drawn Veh-Pedest
13397,E8272,Anim Drawn Veh-Anim Rid
13398,E8273,Animal Drawn Veh-Occupan
13399,E8274,Anim Drawn-Occ St Car
13400,E8278,Anim Drawn Veh-Pers Nec
13401,E8279,Anim Drawn Veh-Pers Nos
13402,E828,Ridden Animal Accident
13403,E8280,Ridden Animal Acc-Pedest
13404,E8282,Ridden Animal Acc-Rider
13405,E8284,Ridden Animal Acc-St Car
13406,E8288,Ridden Anim Acc-Pers Nec
13407,E8289,Ridden Anim Acc-Pers Nos
13408,E829,Other Road Vehicle Acc
13409,E8290,Oth Road Veh Acc-Pedest
13410,E8294,Oth Rd Veh Acc-St Car
13411,E8298,Oth Rd Veh Acc-Pers Nec
13412,E8299,Oth Rd Veh Acc-Pers Nos
13413,E830,Boat Acc W Submersion
13414,E8300,Boat Acc W Submers-Unpow
13415,E8301,Boat Acc W Submers-Power
13416,E8302,Boat Acc W Submers-Crew
13417,E8303,Boat Acc W Submers-Psgr
13418,E8304,Boat Submers-Water Skier
13419,E8305,Boat Submers-Swimmer
13420,E8306,Boat Submers-Dockers
13421,E8308,Boat Submers-Pers Nec
13422,E8309,Boat Submers-Pers Nos
13423,E831,Boat Acc W Oth Injury
13424,E8310,Boat Acc Inj Nec-Unpower
13425,E8311,Boat Acc Inj Nec-Power
13426,E8312,Boat Acc Inj Nec-Crew
13427,E8313,Boat Acc Inj Nec-Passeng
13428,E8314,Boat Acc Inj Nec-Skier
13429,E8315,Boat Acc Inj Nec-Swim
13430,E8316,Boat Acc Inj Nec-Docker
13431,E8318,Boat Inj Nec-Person Nec
13432,E8319,Boat Inj Nec-Person Nos
13433,E832,Boat Acc W Submers Nec
13434,E8320,Submers Nec-Unpow Boat
13435,E8321,Submers Nec-Power Boat
13436,E8322,Submers Nec-Crew
13437,E8323,Submers Nec-Passenger
13438,E8324,Submers Nec-Water Skier
13439,E8325,Submers Nec-Swimmer
13440,E8326,Submers Nec-Docker
13441,E8328,Submers Nec-Person Nec
13442,E8329,Submers Nec-Person Nos
13443,E833,Watercraft Stairway Fall
13444,E8330,W/Craft Stair Fall-Unpow
13445,E8331,W/Craft Stair Fall-Power
13446,E8332,Wtrcraft Stair Fall-Crew
13447,E8333,Wtrcraft Stair Fall-Psgr
13448,E8334,W/Craft Stair Fall-Skier
13449,E8335,W/Craft Stair Fall-Swim
13450,E8336,W/Crf Stair Fall-Docker
13451,E8338,W/Crf Stair Fall-Per Nec
13452,E8339,W/Crf Stair Fall-Per Nos
13453,E834,Fall In Watercraft Nec
13454,E8340,W/Craft Fall Nec-Unpow
13455,E8341,W/Craft Fall Nec-Power
13456,E8342,Watercraft Fall Nec-Crew
13457,E8343,Wtrcraft Fall Nec-Pasngr
13458,E8344,W/Craft Fall Nec-Skier
13459,E8345,W/Craft Fall Nec-Swim
13460,E8346,Wtrcraft Fall Nec-Docker
13461,E8348,W/Crft Fall Nec-Pers Nec
13462,E8349,W/Crft Fall Nec-Pers Nos
13463,E835,Fall In Watercraft Nos
13464,E8350,W/Craft Fall Nos-Unpow
13465,E8351,W/Craft Fall Nos-Power
13466,E8352,Wtrcraft Fall Nos-Crew
13467,E8353,Wtrcraft Fall Nos-Pasngr
13468,E8354,W/Craft Fall Nos-Skier
13469,E8355,W/Craft Fall Nos-Swim
13470,E8356,Wtrcraft Fall Nos-Docker
13471,E8358,W/Crft Fall Nos-Pers Nec
13472,E8359,W/Crft Fall Nos-Pers Nos
13473,E836,Watercraft Machinery Acc
13474,E8360,Machine Acc-Unpow Boat
13475,E8361,Mach Acc-Occ Power Boat
13476,E8362,Machinery Accident-Crew
13477,E8363,Machinery Acc-Pasngr
13478,E8364,Machine Accident-Skier
13479,E8365,Machine Accident-Swim
13480,E8366,Machinery Acc-Docker
13481,E8368,Machinery Acc-Pers Nec
13482,E8369,Machinery Acc-Pers Nos
13483,E837,Watercraft Explosion
13484,E8370,Explosion-Occ Unpow Boat
13485,E8371,Explosion-Occ Power Boat
13486,E8372,Watercraft Explos-Crew
13487,E8373,Watercraft Explos-Pasngr
13488,E8374,Watercraft Explos-Skier
13489,E8375,Watercraft Explos-Swim
13490,E8376,Watercraft Explos-Docker
13491,E8378,Watercraft Expl-Pers Nec
13492,E8379,Watercraft Expl-Pers Nos
13493,E838,Watercraft Acc Nec/Nos
13494,E8380,Watercraft Acc Nec-Unpow
13495,E8381,Watercraft Acc Nec-Power
13496,E8382,Watercraft Acc Nec-Crew
13497,E8383,Watercrft Acc Nec-Pasngr
13498,E8384,Watercraft Acc Nec-Skier
13499,E8385,Watrcrft Acc Nec-Swimmer
13500,E8386,Watercrft Acc Nec-Docker
13501,E8388,Wtrcrft Acc Nec-Pers Nec
13502,E8389,Wtrcrft Acc Nec-Pers Nos
13503,E840,Takeoff/Landing Accident
13504,E8400,Tk Off/Land-Spcrft
13505,E8401,Tk Off/Land-Milit Craft
13506,E8402,Tk Off/Land-Crew Aircrft
13507,E8403,Tk Off/Land-Psng Aircrft
13508,E8404,Tk Off/Land-Comm Crf Nec
13509,E8405,Tk Off/Land-Aircraft Nec
13510,E8406,Tk Off/Land-Unp Aircrft
13511,E8407,Tk Off/Land-Parachutist
13512,E8408,Tk Off/Land-Ground Crew
13513,E8409,Tk Off/Land-Pers Nec
13514,E841,Powered Aircraft Acc Nec
13515,E8410,Pow Aircraft Acc-Spcrft
13516,E8411,Power Aircraft Acc-Milit
13517,E8412,Power Aircraft Acc-Crew
13518,E8413,Power Aircraft Acc-Psngr
13519,E8414,Aircraf Acc-Occ Comm Nec
13520,E8415,Oth Powered Aircraft Acc
13521,E8416,Pow Airc Acc-Unp Aircr
13522,E8417,Aircraft Acc-Parachutist
13523,E8418,Aircraft Acc-Ground Crew
13524,E8419,Aircrft Acc Nos-Pers Nec
13525,E842,Unpowered Aircraft Acc
13526,E8426,Unpower Aircraft Acc-Occ
13527,E8427,Unpow Aircrf Acc-Chutist
13528,E8428,Unpow Aircrf Acc-Gr Crew
13529,E8429,Unpow Aircrf Acc-Per Nec
13530,E843,Fall In/On/From Aircraft
13531,E8430,Fall-Occ Spacecraft
13532,E8431,Fall-Milit Aircraft Occp
13533,E8432,Fall-Crew Comm Aircraft
13534,E8433,Fall-Psng Comm Aircraft
13535,E8434,Fall-Occ Comm Aircrf Nec
13536,E8435,Fall-Occup Oth Aircraft
13537,E8436,Fall-Occ Unpower Aircraf
13538,E8437,Fall-Parachutist
13539,E8438,Aircrft Fall-Ground Crew
13540,E8439,Aircraft Fall-Person Nec
13541,E844,Air Transport Acc Nec
13542,E8440,Aircrft Acc Nec-Spcrft
13543,E8441,Aircrft Acc Nec-Military
13544,E8442,Aircrft Acc Nec-Crew
13545,E8443,Aircrft Acc Nec-Pasngr
13546,E8444,Aircrft Acc Nec-Comm Nec
13547,E8445,Aircrft Acc Nec-Occp Nec
13548,E8446,Aircr Acc Nec-Unp Aircr
13549,E8447,Aircrft Acc-Parachutist
13550,E8448,Aircrft Acc Nec-Grd Crew
13551,E8449,Aircrft Acc Nec-Pers Nec
13552,E845,Spacecraft Accident
13553,E8450,Spacecraft Acc-Occupant
13554,E8458,Spacecraft Acc-Grnd Crew
13555,E8459,Spacecraft Acc-Pers Nec
13556,E846,Indus Veh Acc On Premise
13557,E847,Cabl Car Acc Not On Rail
13558,E848,Oth Vehicle Acc Nec
13559,E849,Place Of Occurrence
13560,E8490,Accident In Home
13561,E8491,Accident On Farm
13562,E8492,Accident In Mine/Quarry
13563,E8493,Acc On Industr Premises
13564,E8494,Accid In Recreation Area
13565,E8495,Accid On Street/Highway
13566,E8496,Accident In Public Bldg
13567,E8497,Accid In Resident Instit
13568,E8498,Accident In Place Nec
13569,E8499,Accident In Place Nos
13570,E850,Acc Poison-Analgesic
13571,E8500,Acc Poison-Heroin
13572,E8501,Acc Poison-Methadone
13573,E8502,Acc Poison-Opiates Nec
13574,E8503,Acc Poison-Salicylates
13575,E8504,Acc Poison-Arom Analgesc
13576,E8505,Acc Poison-Pyrazole Derv
13577,E8506,Acc Poison-Antirheumatic
13578,E8507,Acc Poison-Nonnarc Analg
13579,E8508,Acc Poison-Analgesic Nec
13580,E8509,Acc Poison-Analgesic Nos
13581,E851,Acc Poison-Barbiturates
13582,E852,Acc Poison-Sedatives Nec
13583,E8520,Acc Poisn-Chlorl Hydrate
13584,E8521,Acc Poison-Paraldehyde
13585,E8522,Acc Poison-Bromine Cmpnd
13586,E8523,Acc Poison-Methaqualone
13587,E8524,Acc Poison-Glutethimide
13588,E8525,Acc Poison-Mix Sedtv Nec
13589,E8528,Acc Poison-Sedatives Nec
13590,E8529,Acc Poison-Sedatives Nos
13591,E853,Acc Poison-Tranquilizers
13592,E8530,Acc Pois-Phenthiaz Tranq
13593,E8531,Acc Pois-Butyrphen Tranq
13594,E8532,Acc Poisn-Benzdiaz Tranq
13595,E8538,Acc Poisn-Tranquilzr Nec
13596,E8539,Acc Poisn-Tranquilzr Nos
13597,E854,Acc Poisn-Psychtropc Nec
13598,E8540,Acc Poison-Antidepressnt
13599,E8541,Acc Poison-Hallucinogens
13600,E8542,Acc Poisn-Psychstimulant
13601,E8543,Acc Poison-Cns Stimulant
13602,E8548,Acc Poisn Psychotrop Nec
13603,E855,Acc Poison-Cns Drugs Nec
13604,E8550,Acc Poisn-Anticonvulsant
13605,E8551,Acc Poisn-Cns Depres Nec
13606,E8552,Acc Poisn-Local Anesthet
13607,E8553,Acc Poison-Cholinergics
13608,E8554,Acc Poisn-Anticholinerg
13609,E8555,Acc Poison-Adrenergics
13610,E8556,Acc Poisn-Sympatholytics
13611,E8558,Acc Poison-Cns Drug Nec
13612,E8559,Acc Poison-Cns Drug Nos
13613,E856,Acc Poison-Antibiotics
13614,E857,Acc Pois-Oth Anti-Infect
13615,E858,Acc Poisoning-Drugs Nec
13616,E8580,Acc Poison-Hormones
13617,E8581,Acc Poisn-Systemic Agent
13618,E8582,Acc Poison-Blood Agent
13619,E8583,Acc Poisn-Cardiovasc Agt
13620,E8584,Acc Poison-Gi Agent
13621,E8585,Acc Poisn-Metabol Agnt
13622,E8586,Acc Poisn-Muscl/Resp Agt
13623,E8587,Acc Poisn-Skin/Eent Agnt
13624,E8588,Acc Poisoning-Drug Nec
13625,E8589,Acc Poisoning-Drug Nos
13626,E860,Acc Poison-Alcohol Nec
13627,E8600,Acc Poisn-Alcohol Bevrag
13628,E8601,Acc Poison-Ethyl Alcohol
13629,E8602,Acc Poisn-Methyl Alcohol
13630,E8603,Acc Poisn-Isopropyl Alc
13631,E8604,Acc Poison-Fusel Oil
13632,E8608,Acc Poison-Alcohol Nec
13633,E8609,Acc Poison-Alcohol Nos
13634,E861,Acc Poisn-Cleansing Agnt
13635,E8610,Acc Pois-Synth Detergent
13636,E8611,Acc Poison-Soap Products
13637,E8612,Acc Poison-Polishes
13638,E8613,Acc Poison-Cleanser Nec
13639,E8614,Acc Poison-Disinfectants
13640,E8615,Acc Poison-Lead Paints
13641,E8616,Acc Poison-Paints Nec
13642,E8619,Acc Poison-Cleanser Nos
13643,E862,Acc Pois-Petrleum/Solvnt
13644,E8620,Acc Poisn-Petrol Solvent
13645,E8621,Acc Poisn-Petroleum Fuel
13646,E8622,Acc Pois-Lubricating Oil
13647,E8623,Acc Pois-Petroleum Solid
13648,E8624,Acc Poisn-Solvents Nec
13649,E8629,Acc Poisn-Solvent Nos
13650,E863,Acc Pois-Agricul Agt Nec
13651,E8630,Acc Pois-Chlorine Pestic
13652,E8631,Acc Pois-Phosph Pesticid
13653,E8632,Acc Poison-Carbamates
13654,E8633,Acc Poisn-Mixed Pesticid
13655,E8634,Acc Poison-Pesticide Nec
13656,E8635,Acc Poison-Herbicides
13657,E8636,Acc Poison-Fungicides
13658,E8637,Acc Poison-Rodenticides
13659,E8638,Acc Poison-Fumigants
13660,E8639,Acc Pois-Agrcult Nec/Nos
13661,E864,Acc Poison-Caustic Nec
13662,E8640,Acc Pois-Corrosiv Aromat
13663,E8641,Acc Poison-Acids
13664,E8642,Acc Poisn-Caustic Alkali
13665,E8643,Acc Poison-Caustic Nec
13666,E8644,Acc Poison-Caustic Nos
13667,E865,Acc Poison-Food & Plants
13668,E8650,Acc Poison-Meat
13669,E8651,Acc Poison-Shellfish
13670,E8652,Acc Poison-Fish Nec
13671,E8653,Acc Poison-Berries/Seeds
13672,E8654,Acc Poison-Plants Nec
13673,E8655,Acc Poison-Mushrooms
13674,E8658,Acc Poison-Food Nec
13675,E8659,Acc Poisn-Food/Plant Nos
13676,E866,Acc Poisn-Solid/Liq Nec
13677,E8660,Acc Poisoning-Lead
13678,E8661,Acc Poisoning-Mercury
13679,E8662,Acc Poisoning-Antimony
13680,E8663,Acc Poisoning-Arsenic
13681,E8664,Acc Poison-Metals Nec
13682,E8665,Acc Poison-Plant Food
13683,E8666,Acc Poison-Glues
13684,E8667,Acc Poison-Cosmetics
13685,E8668,Acc Pois-Solid/Liq Nec
13686,E8669,Acc Pois-Solid/Liq Nos
13687,E867,Acc Poison-Piped Gas
13688,E868,Acc Pois-Util Gas/Co Nec
13689,E8680,Acc Pois-Liq Petrol Gas
13690,E8681,Acc Pois-Utl Gas Nec/Nos
13691,E8682,Acc Poison-Exhaust Gas
13692,E8683,Acc Pois-Co/Domestc Fuel
13693,E8688,Acc Pois-Carbn Monox Nec
13694,E8689,Acc Pois-Carbn Monox Nos
13695,E869,Acc Poison-Gas/Vapor Nec
13696,E8690,Acc Poisn-Nitrogen Oxide
13697,E8691,Acc Poisn-Sulfur Dioxide
13698,E8692,Acc Poison-Freon
13699,E8693,Acc Poison-Tear Gas
13700,E8694,Scndhnd Tbcco Smoke
13701,E8698,Acc Poison-Gas/Vapor Nec
13702,E8699,Acc Poison-Gas/Vapor Nos
13703,E870,Acc Cut/Hem In Med Care
13704,E8700,Acc Cut/Hem In Surgery
13705,E8701,Acc Cut/Hem In Infusion
13706,E8702,Acc Cut/Hem-Perfusn Nec
13707,E8703,Acc Cut/Hem In Injection
13708,E8704,Acc Cut/Hem W Scope Exam
13709,E8705,Acc Cut/Hem W Catheteriz
13710,E8706,Acc Cut/Hem W Heart Cath
13711,E8707,Acc Cut/Hem W Enema
13712,E8708,Acc Cut In Med Care Nec
13713,E8709,Acc Cut In Med Care Nos
13714,E871,Post-Op Foreign Body
13715,E8710,Post-Surgical Forgn Body
13716,E8711,Postinfusion Foreign Bdy
13717,E8712,Postperfusion Forgn Body
13718,E8713,Postinjection Forgn Body
13719,E8714,Postendoscopy Forgn Body
13720,E8715,Postcatheter Forgn Body
13721,E8716,Fb Post Heart Catheter
13722,E8717,Fb Post-Catheter Removal
13723,E8718,Post-Op Foreign Body Nec
13724,E8719,Post-Op Foreign Body Nos
13725,E872,Failure Sterile Procedre
13726,E8720,Failure Sterile Surgery
13727,E8721,Failure Sterile Infusion
13728,E8722,Fail Sterile Perfusn Nec
13729,E8723,Fail Sterile Injection
13730,E8724,Fail Sterile Endoscopy
13731,E8725,Fail Sterile Catheter
13732,E8726,Fail Sterile Heart Cath
13733,E8728,Fail Sterile Proced Nec
13734,E8729,Fail Sterile Proced Nos
13735,E873,Failure In Dosage
13736,E8730,Excess Fluid In Infusion
13737,E8731,Incor Dilut Infusn Fluid
13738,E8732,Therap Radiation Overdos
13739,E8733,Inadv Radiat Exp-Medical
13740,E8734,Dosag Fail-Shock Therapy
13741,E8735,Wrng Temp In Applic/Pack
13742,E8736,Nonadmin Necess Medicine
13743,E8738,Failure In Dosage Nec
13744,E8739,Failure In Dosage Nos
13745,E874,Failure Of Instrument
13746,E8740,Instrmnt Fail In Surgery
13747,E8741,Instrumnt Fail-Infusion
13748,E8742,Instrmnt Fail-Perfus Nec
13749,E8743,Instrumnt Fail-Endoscopy
13750,E8744,Instrmnt Fail-Catheteriz
13751,E8745,Instrmnt Fail-Heart Cath
13752,E8748,Instrmnt Fail-Proced Nec
13753,E8749,Instrmnt Fail-Proced Nos
13754,E875,Contamination
13755,E8750,Contaminated Transfusion
13756,E8751,Contaminated Injection
13757,E8752,Contaminated Drug Nec
13758,E8758,Contamination Nec
13759,E8759,Contamination Nos
13760,E876,Med Misadventure Nec/Nos
13761,E8760,Mismatch Blood-Transfusn
13762,E8761,Wrong Fluid In Infusion
13763,E8762,Failure In Suture
13764,E8763,Misplaced Endotrach Tube
13765,E8764,Fail Introd/Remove Tube
13766,E8765,Performance-Inapprop Op
13767,E8768,Medical Misadventure Nec
13768,E8769,Medical Misadventure Nos
13769,E878,Abn Reaction To Surgery
13770,E8780,Abn React-Org Transplant
13771,E8781,Abn React-Artif Implant
13772,E8782,Abn React-Anastom/Graft
13773,E8783,Abn React-External Stoma
13774,E8784,Abn React-Plast Surg Nec
13775,E8785,Abn React-Limb Amputat
13776,E8786,Abn Reac-Organ Rem Nec
13777,E8788,Abn React-Surg Proc Nec
13778,E8789,Abn React-Surg Proc Nos
13779,E879,Abn Reaction To Oth Proc
13780,E8790,Abn React-Cardiac Cath
13781,E8791,Abn React-Renal Dialysis
13782,E8792,Abn React-Radiotherapy
13783,E8793,Abn React-Shock Therapy
13784,E8794,Abn React-Fluid Aspirat
13785,E8795,Abn React-Gastric Sound
13786,E8796,Abn React-Urinary Cath
13787,E8797,Abn React-Blood Sampling
13788,E8798,Abn React-Procedure Nec
13789,E8799,Abn React-Procedure Nos
13790,E880,Fall On Stairs Or Steps
13791,E8800,Fall On Escalator
13792,E8801,Fall On Sidewalk Curb
13793,E8809,Fall On Stair/Step Nec
13794,E881,Fall-Ladder Or Scaffold
13795,E8810,Fall From Ladder
13796,E8811,Fall From Scaffolding
13797,E882,Fall From Building
13798,E883,Fall Into Hole
13799,E8830,Diving Accident
13800,E8831,Fall Into Well
13801,E8832,Fall Into Storm Drain
13802,E8839,Fall Into Other Hole
13803,E884,Oth Fall-1 Level To Oth
13804,E8840,Fall From Playgrnd Equip
13805,E8841,Fall From Cliff
13806,E8842,Fall From Chair
13807,E8843,Fall From Wheelchair
13808,E8844,Fall From Bed
13809,E8845,Fall From Furniture Nec
13810,E8846,Fall From Commode
13811,E8849,Fall-1 Level To Oth Nec
13812,E885,Fall On Level-Tripping
13813,E8851,Fall From Roller Skates
13814,E8852,Fall From Skateboard
13815,E8853,Fall From Skis
13816,E8854,Fall From Snowboard
13817,E8859,Fall From Slipping Nec
13818,E886,Fall On Level-Pushed
13819,E8860,Fall In Sports
13820,E8869,Fall On Level Nec/Nos
13821,E887,"Fracture, Cause Nos"
13822,E888,Fall Nec & Nos
